worker,language,age,gender,education,block,qType,cond,scenario,who,whoCorrect,what,whatCorrect,where,whereCorrect,month,monthCorrect,day,dayCorrect,time,timeCorrect,ampm,ampmCorrect,responseTime,comments,SUS,polarity,response,mental,physical,temp,success,perf,stress,preference
eb35b35fefa2468ed5e3df817839ae33--1515439894,Yes,30-49,Male,Ed3,NA,questionnaire,b,NA,,,,,,,,,,,,,,,39340,,,,,19,11,11,6,16,14,6
18be50d2e508858b8620026e3587ae3d--1515440387,Yes,30-49,Female,Ed1,1,training,orig,train,Tetrahedron,,outdoor-mall,,Gibbonland,,January*,,8,,11:00,,PM,,105831,,,,,,,,,,,
18be50d2e508858b8620026e3587ae3d--1515440387,Yes,30-49,Female,Ed1,1,test,orig,Scenario4,Silver*,True,secular-school*,True,Xiland,False,January*,True,9,False,9:00*,True,AM*,True,149138,,,,,,,,,,,
18be50d2e508858b8620026e3587ae3d--1515440387,Yes,30-49,Female,Ed1,1,comments,orig,comments,,,,,,,,,,,,,,,17446,I was unsure about those%2C so I figured I must have got them wrong.,,,,,,,,,,
18be50d2e508858b8620026e3587ae3d--1515440387,Yes,30-49,Female,Ed1,2,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,January*,,8,,10:00,,PM,,37177,,,,,,,,,,,
18be50d2e508858b8620026e3587ae3d--1515440387,Yes,30-49,Female,Ed1,2,test,ext,Scenario8,Panther,False,outdoor-mall,False,Bassland,False,December*,True,15*,True,10:00*,True,AM*,True,112954,,,,,,,,,,,
18be50d2e508858b8620026e3587ae3d--1515440387,Yes,30-49,Female,Ed1,2,comments,ext,comments,,,,,,,,,,,,,,,2334,,,,,,,,,,,
18be50d2e508858b8620026e3587ae3d--1515440387,Yes,30-49,Female,Ed1,NA,questionnaire,a,NA,,,,,,,,,,,,,,,24756,,,,,21,21,21,21,21,11,21
f704d69c60cb063817f14b5925749089--1515440624,Yes,18-29,Male,Ed1,1,training,ext,train,Tetrahedron,,outdoor-mall,,Gibbonland,,March,,11,,11:00,,PM,,42151,,,,,,,,,,,
f704d69c60cb063817f14b5925749089--1515440624,Yes,18-29,Male,Ed1,1,test,ext,Scenario8,Panther,False,indoor-mall*,True,Sharkland,False,February,False,2,False,2:00,False,PM,False,62308,,,,,,,,,,,
f704d69c60cb063817f14b5925749089--1515440624,Yes,18-29,Male,Ed1,1,comments,ext,comments,,,,,,,,,,,,,,,1633,,,,,,,,,,,
f704d69c60cb063817f14b5925749089--1515440624,Yes,18-29,Male,Ed1,2,training,orig,train,Tetrahedron,,outdoor-mall,,Gibbonland,,April,,5,,11:00,,PM,,17542,,,,,,,,,,,
f704d69c60cb063817f14b5925749089--1515440624,Yes,18-29,Male,Ed1,2,test,orig,Scenario7,Triangle*,True,cruise-terminal*,True,Hornetland,False,June,False,12,False,8:00,False,PM*,True,85691,,,,,,,,,,,
f704d69c60cb063817f14b5925749089--1515440624,Yes,18-29,Male,Ed1,2,comments,orig,comments,,,,,,,,,,,,,,,1247,,,,,,,,,,,
f704d69c60cb063817f14b5925749089--1515440624,Yes,18-29,Male,Ed1,NA,questionnaire,b,NA,,,,,,,,,,,,,,,35661,,,,,14,11,15,8,11,13,13
65e02c4cfed83b3356573c196b5c199e--1515441017,Yes,30-49,Female,Ed2,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,54114,,,,,,,,,,,
65e02c4cfed83b3356573c196b5c199e--1515441017,Yes,30-49,Female,Ed2,1,test,orig,Scenario4,Silver*,True,secular-school*,True,Muland,False,January*,True,1*,True,9:00*,True,AM*,True,478964,,,,,,,,,,,
65e02c4cfed83b3356573c196b5c199e--1515441017,Yes,30-49,Female,Ed2,1,comments,orig,comments,,,,,,,,,,,,,,,9655,That was hard.,,,,,,,,,,
65e02c4cfed83b3356573c196b5c199e--1515441017,Yes,30-49,Female,Ed2,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,42942,,,,,,,,,,,
65e02c4cfed83b3356573c196b5c199e--1515441017,Yes,30-49,Female,Ed2,2,test,ext,Scenario8,Charger*,True,indoor-mall*,True,Salmonland*,True,December*,True,15*,True,10:00*,True,AM*,True,348777,,,,,,,,,,,
65e02c4cfed83b3356573c196b5c199e--1515441017,Yes,30-49,Female,Ed2,2,comments,ext,comments,,,,,,,,,,,,,,,10671,These are fun to do!,,,,,,,,,,
65e02c4cfed83b3356573c196b5c199e--1515441017,Yes,30-49,Female,Ed2,NA,questionnaire,a,NA,,,,,,,,,,,,,,,38121,,,,,10,11,11,12,11,11,12
c9ecff85e052b563f8b3338acb812a76--1515441236,Yes,30-49,Female,Ed1,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,July,,5,,11:00,,PM,,50139,,,,,,,,,,,
c9ecff85e052b563f8b3338acb812a76--1515441236,Yes,30-49,Female,Ed1,1,test,orig,Scenario1,Violet*,True,financial-institution*,True,Psiland*,True,April*,True,5*,True,11:00*,True,AM*,True,420020,,,,,,,,,,,
c9ecff85e052b563f8b3338acb812a76--1515441236,Yes,30-49,Female,Ed1,1,comments,orig,comments,,,,,,,,,,,,,,,8351,This was very fun,,,,,,,,,,
c9ecff85e052b563f8b3338acb812a76--1515441236,Yes,30-49,Female,Ed1,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,May,,14,,11:00,,PM,,35280,,,,,,,,,,,
c9ecff85e052b563f8b3338acb812a76--1515441236,Yes,30-49,Female,Ed1,2,test,ext,Scenario8,Charger*,True,indoor-mall*,True,Salmonland*,True,December*,True,15*,True,10:00*,True,AM*,True,524067,,,,,,,,,,,
c9ecff85e052b563f8b3338acb812a76--1515441236,Yes,30-49,Female,Ed1,2,comments,ext,comments,,,,,,,,,,,,,,,6278,This was fun,,,,,,,,,,
c9ecff85e052b563f8b3338acb812a76--1515441236,Yes,30-49,Female,Ed1,NA,questionnaire,a,NA,,,,,,,,,,,,,,,38653,,,,,11,11,11,11,11,11,14
97ac3ea396644bdd4dc041d920529923--1515441271,Yes,30-49,Male,Ed3,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,77434,,,,,,,,,,,
97ac3ea396644bdd4dc041d920529923--1515441271,Yes,30-49,Male,Ed3,1,test,orig,Scenario7,Triangle*,True,airport,False,Tickland*,True,September*,True,14,False,10:00*,True,AM,False,278787,,,,,,,,,,,
97ac3ea396644bdd4dc041d920529923--1515441271,Yes,30-49,Male,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,13198,Only that that was so much harder than I thought it would be. ,,,,,,,,,,
97ac3ea396644bdd4dc041d920529923--1515441271,Yes,30-49,Male,Ed3,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,35340,,,,,,,,,,,
97ac3ea396644bdd4dc041d920529923--1515441271,Yes,30-49,Male,Ed3,2,test,ext,Scenario8,Steeler,False,indoor-mall*,True,Salmonland*,True,December*,True,15*,True,10:00*,True,AM*,True,739245,,,,,,,,,,,
97ac3ea396644bdd4dc041d920529923--1515441271,Yes,30-49,Male,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,20618,That was even harder than the first one. The colors and the odd formatting made things more difficult than they needed to be.,,,,,,,,,,
97ac3ea396644bdd4dc041d920529923--1515441271,Yes,30-49,Male,Ed3,NA,questionnaire,b,NA,,,,,,,,,,,,,,,22911,,,,,18,15,17,18,21,20,2
f3e620dfa2d8e42192c7ee6ee9e9328a--1515441631,Yes,18-29,Male,Ed1,1,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,125360,,,,,,,,,,,
f3e620dfa2d8e42192c7ee6ee9e9328a--1515441631,Yes,18-29,Male,Ed1,1,test,ext,Scenario8,Bronco,False,outdoor-mall,False,Bassland,False,January,False,1,False,10:00*,True,AM*,True,149410,,,,,,,,,,,
f3e620dfa2d8e42192c7ee6ee9e9328a--1515441631,Yes,18-29,Male,Ed1,1,comments,ext,comments,,,,,,,,,,,,,,,1417,,,,,,,,,,,
f3e620dfa2d8e42192c7ee6ee9e9328a--1515441631,Yes,18-29,Male,Ed1,2,training,orig,train,Sphere,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,24928,,,,,,,,,,,
f3e620dfa2d8e42192c7ee6ee9e9328a--1515441631,Yes,18-29,Male,Ed1,2,test,orig,Scenario4,Turquoise,False,secular-school*,True,Omicronland*,True,January*,True,1*,True,9:00*,True,AM*,True,150716,,,,,,,,,,,
f3e620dfa2d8e42192c7ee6ee9e9328a--1515441631,Yes,18-29,Male,Ed1,2,comments,orig,comments,,,,,,,,,,,,,,,1315,,,,,,,,,,,
f3e620dfa2d8e42192c7ee6ee9e9328a--1515441631,Yes,18-29,Male,Ed1,NA,questionnaire,b,NA,,,,,,,,,,,,,,,24714,,,,,21,21,21,1,21,21,1
51aee837d2f6f33f44ca913c6ca041b2--1515441825,Yes,30-49,Female,Ed2,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,8,,11:00,,PM,,53172,,,,,,,,,,,
51aee837d2f6f33f44ca913c6ca041b2--1515441825,Yes,30-49,Female,Ed2,1,test,orig,Scenario8,Bronco,False,indoor-mall*,True,Sharkland,False,May,False,15*,True,10:00*,True,AM*,True,431067,,,,,,,,,,,
51aee837d2f6f33f44ca913c6ca041b2--1515441825,Yes,30-49,Female,Ed2,1,comments,orig,comments,,,,,,,,,,,,,,,185468,Much more complicated than I thought it would be. I think it would be helpful if I could eliminate answers and/or add them back in as I read things. ,,,,,,,,,,
51aee837d2f6f33f44ca913c6ca041b2--1515441825,Yes,30-49,Female,Ed2,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,February,,8,,11:00,,PM,,92880,,,,,,,,,,,
51aee837d2f6f33f44ca913c6ca041b2--1515441825,Yes,30-49,Female,Ed2,2,test,ext,Scenario4,Silver*,True,secular-school*,True,Piland,False,January*,True,1*,True,9:00*,True,AM*,True,508142,,,,,,,,,,,
51aee837d2f6f33f44ca913c6ca041b2--1515441825,Yes,30-49,Female,Ed2,2,comments,ext,comments,,,,,,,,,,,,,,,136641,This was really interesting and very difficult. I felt pressure with the time limit. I would have liked the ability to make note by my decisions and perhaps put a line through things as I decided it didn't fit%2C but the option to remove the line if I read something else. It would have also been helpful if I could mark a line that I wanted to go back to. ,,,,,,,,,,
51aee837d2f6f33f44ca913c6ca041b2--1515441825,Yes,30-49,Female,Ed2,NA,questionnaire,a,NA,,,,,,,,,,,,,,,78950,,,,,4,11,11,14,11,11,13
e907942fde6480583b1a2dc6dc3c0b27--1515441961,Yes,30-49,Female,Ed3,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,10,,11:00,,AM*,,40195,,,,,,,,,,,
e907942fde6480583b1a2dc6dc3c0b27--1515441961,Yes,30-49,Female,Ed3,1,test,orig,Scenario7,Triangle*,True,cruise-terminal*,True,Tickland*,True,September*,True,1*,True,10:00*,True,PM*,True,950467,,,,,,,,,,,
e907942fde6480583b1a2dc6dc3c0b27--1515441961,Yes,30-49,Female,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,6570,That was fun!,,,,,,,,,,
e907942fde6480583b1a2dc6dc3c0b27--1515441961,Yes,30-49,Female,Ed3,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,June,,15,,11:00,,PM,,56937,,,,,,,,,,,
e907942fde6480583b1a2dc6dc3c0b27--1515441961,Yes,30-49,Female,Ed3,2,test,ext,Scenario1,Violet*,True,dignitary-visiting,False,Psiland*,True,April*,True,5*,True,11:00*,True,AM*,True,1032706,,,,,,,,,,,
e907942fde6480583b1a2dc6dc3c0b27--1515441961,Yes,30-49,Female,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,22319,Bah.  I was going back and forth between visiting dignitary and financial institution.  Should have gone with my gut...darn it.,,,,,,,,,,
e907942fde6480583b1a2dc6dc3c0b27--1515441961,Yes,30-49,Female,Ed3,NA,questionnaire,b,NA,,,,,,,,,,,,,,,41619,,,,,11,11,11,8,11,14,11
6d9c975ddcdc3b1ec26a52d01c898e0b--1515443019,Yes,30-49,Male,Ed3,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,19,,11:00,,PM,,63225,,,,,,,,,,,
6d9c975ddcdc3b1ec26a52d01c898e0b--1515443019,Yes,30-49,Male,Ed3,1,test,orig,Scenario8,Charger*,True,indoor-mall*,True,Perchland,False,December*,True,15*,True,10:00*,True,AM*,True,542123,,,,,,,,,,,
6d9c975ddcdc3b1ec26a52d01c898e0b--1515443019,Yes,30-49,Male,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,5588,None,,,,,,,,,,
6d9c975ddcdc3b1ec26a52d01c898e0b--1515443019,Yes,30-49,Male,Ed3,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,November,,18,,11:00,,PM,,40957,,,,,,,,,,,
6d9c975ddcdc3b1ec26a52d01c898e0b--1515443019,Yes,30-49,Male,Ed3,2,test,ext,Scenario7,Circle,False,cruise-terminal*,True,Tickland*,True,September*,True,2,False,10:00*,True,PM*,True,423332,,,,,,,,,,,
6d9c975ddcdc3b1ec26a52d01c898e0b--1515443019,Yes,30-49,Male,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,1635,,,,,,,,,,,
6d9c975ddcdc3b1ec26a52d01c898e0b--1515443019,Yes,30-49,Male,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,25560,,,,,1,17,11,2,18,21,1
40bb55c217c25da10dfdf3e39e80a357--1515443390,Yes,18-29,Male,Ed1,1,training,ext,train,Tetrahedron,,outdoor-mall,,Gibbonland,,September,,18,,11:00,,PM,,175855,,,,,,,,,,,
40bb55c217c25da10dfdf3e39e80a357--1515443390,Yes,18-29,Male,Ed1,1,test,ext,Scenario8,Panther,False,indoor-mall*,True,Sharkland,False,December*,True,15*,True,10:00*,True,AM*,True,884046,,,,,,,,,,,
40bb55c217c25da10dfdf3e39e80a357--1515443390,Yes,18-29,Male,Ed1,1,comments,ext,comments,,,,,,,,,,,,,,,2937,,,,,,,,,,,
40bb55c217c25da10dfdf3e39e80a357--1515443390,Yes,18-29,Male,Ed1,2,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,November,,19,,11:00,,PM,,27922,,,,,,,,,,,
40bb55c217c25da10dfdf3e39e80a357--1515443390,Yes,18-29,Male,Ed1,2,test,orig,Scenario7,Triangle*,True,cruise-terminal*,True,Tickland*,True,September*,True,1*,True,10:00*,True,PM*,True,628977,,,,,,,,,,,
40bb55c217c25da10dfdf3e39e80a357--1515443390,Yes,18-29,Male,Ed1,2,comments,orig,comments,,,,,,,,,,,,,,,1574,,,,,,,,,,,
40bb55c217c25da10dfdf3e39e80a357--1515443390,Yes,18-29,Male,Ed1,NA,questionnaire,b,NA,,,,,,,,,,,,,,,50900,,,,,16,15,11,1,15,18,1
92b31ecdce2a605e4241e8996823d9c4--1515444192,Yes,30-49,Male,Ed1,1,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,8,,11:00,,PM,,110188,,,,,,,,,,,
92b31ecdce2a605e4241e8996823d9c4--1515444192,Yes,30-49,Male,Ed1,1,test,ext,Scenario1,Azure,False,embassy,False,Upsilonland,False,April*,True,10,False,11:00*,True,AM*,True,498775,,,,,,,,,,,
92b31ecdce2a605e4241e8996823d9c4--1515444192,Yes,30-49,Male,Ed1,1,comments,ext,comments,,,,,,,,,,,,,,,40253,That may as well have been written in a foreign language.,,,,,,,,,,
92b31ecdce2a605e4241e8996823d9c4--1515444192,Yes,30-49,Male,Ed1,2,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,10,,11:00,,PM,,44135,,,,,,,,,,,
92b31ecdce2a605e4241e8996823d9c4--1515444192,Yes,30-49,Male,Ed1,2,test,orig,Scenario7,Triangle*,True,cruise-terminal*,True,Tickland*,True,September*,True,1*,True,10:00*,True,PM*,True,328506,,,,,,,,,,,
92b31ecdce2a605e4241e8996823d9c4--1515444192,Yes,30-49,Male,Ed1,2,comments,orig,comments,,,,,,,,,,,,,,,45486,The first section with all of the tags gave me a serious case of information overload. I found the second section to be a lot more comprehensible.,,,,,,,,,,
92b31ecdce2a605e4241e8996823d9c4--1515444192,Yes,30-49,Male,Ed1,NA,questionnaire,b,NA,,,,,,,,,,,,,,,33980,,,,,21,21,11,1,21,21,1
bafd593450ec834a2a536416e13b0a1a--1515444393,Yes,18-29,Male,Ed2,1,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,103703,,,,,,,,,,,
bafd593450ec834a2a536416e13b0a1a--1515444393,Yes,18-29,Male,Ed2,1,test,ext,Scenario8,Bronco,False,indoor-mall*,True,Troutland,False,January,False,15*,True,10:00*,True,AM*,True,222569,,,,,,,,,,,
bafd593450ec834a2a536416e13b0a1a--1515444393,Yes,18-29,Male,Ed2,1,comments,ext,comments,,,,,,,,,,,,,,,2703,,,,,,,,,,,
bafd593450ec834a2a536416e13b0a1a--1515444393,Yes,18-29,Male,Ed2,2,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,8,,11:00,,PM,,34650,,,,,,,,,,,
bafd593450ec834a2a536416e13b0a1a--1515444393,Yes,18-29,Male,Ed2,2,test,orig,Scenario7,Octagon,False,museum,False,Spiderland,False,June,False,14,False,8:00,False,AM,False,486443,,,,,,,,,,,
bafd593450ec834a2a536416e13b0a1a--1515444393,Yes,18-29,Male,Ed2,2,comments,orig,comments,,,,,,,,,,,,,,,1253,,,,,,,,,,,
bafd593450ec834a2a536416e13b0a1a--1515444393,Yes,18-29,Male,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,20989,,,,,21,21,20,8,21,21,1
b8b6e7e368918ac0d4b1368cf5bd2a38--1515444737,Yes,30-49,Female,Ed3,1,training,orig,train,Sphere,,outdoor-mall,,Gibbonland,,March,,14,,11:00,,PM,,43265,,,,,,,,,,,
b8b6e7e368918ac0d4b1368cf5bd2a38--1515444737,Yes,30-49,Female,Ed3,1,test,orig,Scenario8,Charger*,True,indoor-mall*,True,Perchland,False,December*,True,15*,True,10:00*,True,AM*,True,531237,,,,,,,,,,,
b8b6e7e368918ac0d4b1368cf5bd2a38--1515444737,Yes,30-49,Female,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,4804,no,,,,,,,,,,
b8b6e7e368918ac0d4b1368cf5bd2a38--1515444737,Yes,30-49,Female,Ed3,2,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,October,,19,,11:00,,PM,,53888,,,,,,,,,,,
b8b6e7e368918ac0d4b1368cf5bd2a38--1515444737,Yes,30-49,Female,Ed3,2,test,ext,Scenario7,Triangle*,True,cruise-terminal*,True,Tickland*,True,September*,True,14,False,10:00*,True,PM*,True,587578,,,,,,,,,,,
b8b6e7e368918ac0d4b1368cf5bd2a38--1515444737,Yes,30-49,Female,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,18961,it was harder with the other information,,,,,,,,,,
b8b6e7e368918ac0d4b1368cf5bd2a38--1515444737,Yes,30-49,Female,Ed3,NA,questionnaire,b,NA,,,,,,,,,,,,,,,40054,,,,,21,21,21,1,21,21,1
497061eb437a67e372ce6d19b0cb8107--1515444785,Yes,18-29,Male,Ed3,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,34945,,,,,,,,,,,
497061eb437a67e372ce6d19b0cb8107--1515444785,Yes,18-29,Male,Ed3,1,test,orig,Scenario7,Triangle*,True,cruise-terminal*,True,Spiderland,False,September*,True,2,False,12:00,False,AM,False,571596,,,,,,,,,,,
497061eb437a67e372ce6d19b0cb8107--1515444785,Yes,18-29,Male,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,2857,,,,,,,,,,,
497061eb437a67e372ce6d19b0cb8107--1515444785,Yes,18-29,Male,Ed3,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,38421,,,,,,,,,,,
497061eb437a67e372ce6d19b0cb8107--1515444785,Yes,18-29,Male,Ed3,2,test,ext,Scenario4,Rose,False,military-base,False,Omicronland*,True,June,False,1*,True,9:00*,True,AM*,True,163313,,,,,,,,,,,
497061eb437a67e372ce6d19b0cb8107--1515444785,Yes,18-29,Male,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,921,,,,,,,,,,,
497061eb437a67e372ce6d19b0cb8107--1515444785,Yes,18-29,Male,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,25832,,,,,21,20,18,1,19,18,1
fc54d6dd39ffb862b8a84df62a404129--1515444853,Yes,30-49,Male,Ed3,1,training,orig,train,Sphere,,outdoor-mall,,Gibbonland,,January*,,9,,11:00,,PM,,115353,,,,,,,,,,,
fc54d6dd39ffb862b8a84df62a404129--1515444853,Yes,30-49,Male,Ed3,1,test,orig,Scenario8,Panther,False,indoor-mall*,True,Salmonland*,True,July,False,5,False,10:00*,True,AM*,True,597849,,,,,,,,,,,
fc54d6dd39ffb862b8a84df62a404129--1515444853,Yes,30-49,Male,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,4704,nil,,,,,,,,,,
fc54d6dd39ffb862b8a84df62a404129--1515444853,Yes,30-49,Male,Ed3,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,December,,12,,11:00,,PM,,102460,,,,,,,,,,,
fc54d6dd39ffb862b8a84df62a404129--1515444853,Yes,30-49,Male,Ed3,2,test,ext,Scenario4,Rose,False,religious-school,False,Omicronland*,True,January*,True,6,False,9:00*,True,AM*,True,502973,,,,,,,,,,,
fc54d6dd39ffb862b8a84df62a404129--1515444853,Yes,30-49,Male,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,1736,,,,,,,,,,,
fc54d6dd39ffb862b8a84df62a404129--1515444853,Yes,30-49,Male,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,36727,,,,,21,21,19,2,21,21,1
9c56cbee72c8a5fb23b0dcdedbac6eff--1515445815,Yes,30-49,Female,Ed3,1,training,orig,train,Sphere,,outdoor-mall,,Gibbonland,,April,,14,,11:00,,PM,,66349,,,,,,,,,,,
9c56cbee72c8a5fb23b0dcdedbac6eff--1515445815,Yes,30-49,Female,Ed3,1,test,orig,Scenario8,Panther,False,indoor-mall*,True,Salmonland*,True,March,False,15*,True,10:00*,True,AM*,True,531055,,,,,,,,,,,
9c56cbee72c8a5fb23b0dcdedbac6eff--1515445815,Yes,30-49,Female,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,13442,It didn't mention any month so it was hard to figure that out.,,,,,,,,,,
9c56cbee72c8a5fb23b0dcdedbac6eff--1515445815,Yes,30-49,Female,Ed3,2,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,November,,12,,11:00,,PM,,114244,,,,,,,,,,,
9c56cbee72c8a5fb23b0dcdedbac6eff--1515445815,Yes,30-49,Female,Ed3,2,test,ext,Scenario7,Triangle*,True,cruise-terminal*,True,Tickland*,True,September*,True,1*,True,10:00*,True,PM*,True,838973,,,,,,,,,,,
9c56cbee72c8a5fb23b0dcdedbac6eff--1515445815,Yes,30-49,Female,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,18948,It was a lot better when I wrote down information and months were provided.,,,,,,,,,,
9c56cbee72c8a5fb23b0dcdedbac6eff--1515445815,Yes,30-49,Female,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,30929,,,,,19,19,3,21,2,2,20
542c67afcf8e6b5dd0ac2fcc1e24506d--1515445848,Yes,30-49,Male,Ed2,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,35914,,,,,,,,,,,
542c67afcf8e6b5dd0ac2fcc1e24506d--1515445848,Yes,30-49,Male,Ed2,1,test,orig,Scenario8,Charger*,True,outdoor-mall,False,Salmonland*,True,December*,True,15*,True,10:00*,True,AM*,True,456878,,,,,,,,,,,
542c67afcf8e6b5dd0ac2fcc1e24506d--1515445848,Yes,30-49,Male,Ed2,1,comments,orig,comments,,,,,,,,,,,,,,,4758,none,,,,,,,,,,
542c67afcf8e6b5dd0ac2fcc1e24506d--1515445848,Yes,30-49,Male,Ed2,2,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,54052,,,,,,,,,,,
542c67afcf8e6b5dd0ac2fcc1e24506d--1515445848,Yes,30-49,Male,Ed2,2,test,ext,Scenario4,Silver*,True,secular-school*,True,Omicronland*,True,January*,True,1*,True,9:00*,True,AM*,True,629796,,,,,,,,,,,
542c67afcf8e6b5dd0ac2fcc1e24506d--1515445848,Yes,30-49,Male,Ed2,2,comments,ext,comments,,,,,,,,,,,,,,,1462,,,,,,,,,,,
542c67afcf8e6b5dd0ac2fcc1e24506d--1515445848,Yes,30-49,Male,Ed2,NA,questionnaire,a,NA,,,,,,,,,,,,,,,58196,,,,,4,11,6,20,3,3,17
d8c4bf39b402e8b12154d106a415f904--1515447775,Yes,18-29,Male,Ed3,1,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,January*,,14,,11:00,,PM,,64144,,,,,,,,,,,
d8c4bf39b402e8b12154d106a415f904--1515447775,Yes,18-29,Male,Ed3,1,test,ext,Scenario1,Violet*,True,financial-institution*,True,Tauland,False,March,False,10,False,11:00*,True,AM*,True,66378,,,,,,,,,,,
d8c4bf39b402e8b12154d106a415f904--1515447775,Yes,18-29,Male,Ed3,1,comments,ext,comments,,,,,,,,,,,,,,,6099,good survey,,,,,,,,,,
d8c4bf39b402e8b12154d106a415f904--1515447775,Yes,18-29,Male,Ed3,2,training,orig,train,Sphere,,outdoor-mall,,Gibbonland,,April,,5,,11:00,,AM*,,71831,,,,,,,,,,,
d8c4bf39b402e8b12154d106a415f904--1515447775,Yes,18-29,Male,Ed3,2,test,orig,Scenario7,Hexagon,False,museum,False,Tickland*,True,January,False,14,False,10:00*,True,AM,False,142566,,,,,,,,,,,
d8c4bf39b402e8b12154d106a415f904--1515447775,Yes,18-29,Male,Ed3,2,comments,orig,comments,,,,,,,,,,,,,,,7869,good survey,,,,,,,,,,
d8c4bf39b402e8b12154d106a415f904--1515447775,Yes,18-29,Male,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,12529,,,,,16,10,18,15,12,7,10
