worker,language,age,gender,education,block,qType,cond,scenario,who,whoCorrect,what,whatCorrect,where,whereCorrect,month,monthCorrect,day,dayCorrect,time,timeCorrect,ampm,ampmCorrect,responseTime,comments,SUS,polarity,response,mental,physical,temp,success,perf,stress,preference
802dc8c455cb6ee99f74248fd9db24bb--1515432022,Yes,18-29,Male,Ed3,1,training,ext,train,Cube*,,airport*,,Bonoboland*,,September,,15,,10:00,,AM*,,16281,,,,,,,,,,,
802dc8c455cb6ee99f74248fd9db24bb--1515432022,Yes,18-29,Male,Ed3,1,test,ext,Scenario8,Charger*,True,military-base,False,Bassland,False,December*,True,18,False,10:00*,True,AM*,True,39200,,,,,,,,,,,
802dc8c455cb6ee99f74248fd9db24bb--1515432022,Yes,18-29,Male,Ed3,1,comments,ext,comments,,,,,,,,,,,,,,,2172,,,,,,,,,,,
802dc8c455cb6ee99f74248fd9db24bb--1515432022,Yes,18-29,Male,Ed3,2,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,11,,11:00,,PM,,54802,,,,,,,,,,,
802dc8c455cb6ee99f74248fd9db24bb--1515432022,Yes,18-29,Male,Ed3,2,test,orig,Scenario4,Turquoise,False,military-base,False,Omicronland*,True,September,False,15,False,9:00*,True,AM*,True,49050,,,,,,,,,,,
802dc8c455cb6ee99f74248fd9db24bb--1515432022,Yes,18-29,Male,Ed3,2,comments,orig,comments,,,,,,,,,,,,,,,1654,,,,,,,,,,,
802dc8c455cb6ee99f74248fd9db24bb--1515432022,Yes,18-29,Male,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,29316,,,,,19,17,18,18,15,10,12
46f4d8ea007f48cb0e37c5e93ecd8c76--1515432172,Yes,18-29,Female,Ed3,1,training,orig,train,Sphere,,outdoor-mall,,Gibbonland,,December,,15,,11:00,,PM,,38444,,,,,,,,,,,
46f4d8ea007f48cb0e37c5e93ecd8c76--1515432172,Yes,18-29,Female,Ed3,1,test,orig,Scenario7,Rectangle,False,cruise-terminal*,True,Hornetland,False,September*,True,1*,True,10:00*,True,PM*,True,210354,,,,,,,,,,,
46f4d8ea007f48cb0e37c5e93ecd8c76--1515432172,Yes,18-29,Female,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,1531,,,,,,,,,,,
46f4d8ea007f48cb0e37c5e93ecd8c76--1515432172,Yes,18-29,Female,Ed3,2,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,December,,15,,11:00,,PM,,33076,,,,,,,,,,,
46f4d8ea007f48cb0e37c5e93ecd8c76--1515432172,Yes,18-29,Female,Ed3,2,test,ext,Scenario8,Steeler,False,indoor-mall*,True,Sharkland,False,January,False,15*,True,10:00*,True,AM*,True,86773,,,,,,,,,,,
46f4d8ea007f48cb0e37c5e93ecd8c76--1515432172,Yes,18-29,Female,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,1155,,,,,,,,,,,
46f4d8ea007f48cb0e37c5e93ecd8c76--1515432172,Yes,18-29,Female,Ed3,NA,questionnaire,b,NA,,,,,,,,,,,,,,,22819,,,,,6,11,16,5,3,15,5
b00c9db2814c0ebc3152953e55443abf--1515432291,Yes,30-49,Male,Ed3,1,training,ext,train,Tetrahedron,,outdoor-mall,,Gibbonland,,August,,11,,11:00,,PM,,110590,,,,,,,,,,,
b00c9db2814c0ebc3152953e55443abf--1515432291,Yes,30-49,Male,Ed3,1,test,ext,Scenario7,Circle,False,museum,False,Cricketland,False,June,False,15,False,6:00,False,PM*,True,109507,,,,,,,,,,,
b00c9db2814c0ebc3152953e55443abf--1515432291,Yes,30-49,Male,Ed3,1,comments,ext,comments,,,,,,,,,,,,,,,2391,,,,,,,,,,,
b00c9db2814c0ebc3152953e55443abf--1515432291,Yes,30-49,Male,Ed3,2,training,orig,train,Tetrahedron,,airport*,,Gibbonland,,November,,15,,8:00,,PM,,27141,,,,,,,,,,,
b00c9db2814c0ebc3152953e55443abf--1515432291,Yes,30-49,Male,Ed3,2,test,orig,Scenario1,Azure,False,dignitary-visiting,False,Psiland*,True,September,False,12,False,8:00,False,PM,False,199405,,,,,,,,,,,
b00c9db2814c0ebc3152953e55443abf--1515432291,Yes,30-49,Male,Ed3,2,comments,orig,comments,,,,,,,,,,,,,,,5560,,,,,,,,,,,
b00c9db2814c0ebc3152953e55443abf--1515432291,Yes,30-49,Male,Ed3,NA,questionnaire,b,NA,,,,,,,,,,,,,,,36950,,,,,6,5,16,21,9,12,10
0afe3d8208334f642bf7ec333532409e--1515432380,Yes,30-49,Male,Ed1,1,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,March,,11,,11:00,,PM,,62586,,,,,,,,,,,
0afe3d8208334f642bf7ec333532409e--1515432380,Yes,30-49,Male,Ed1,1,test,ext,Scenario1,Brown,False,train,False,Psiland*,True,October,False,11,False,8:00,False,AM*,True,110942,,,,,,,,,,,
0afe3d8208334f642bf7ec333532409e--1515432380,Yes,30-49,Male,Ed1,1,comments,ext,comments,,,,,,,,,,,,,,,6409,None,,,,,,,,,,
0afe3d8208334f642bf7ec333532409e--1515432380,Yes,30-49,Male,Ed1,2,training,orig,train,Sphere,,outdoor-mall,,Gibbonland,,March,,11,,11:00,,PM,,38550,,,,,,,,,,,
0afe3d8208334f642bf7ec333532409e--1515432380,Yes,30-49,Male,Ed1,2,test,orig,Scenario4,Blue,False,military-base,False,Xiland,False,January*,True,8,False,9:00*,True,AM*,True,199414,,,,,,,,,,,
0afe3d8208334f642bf7ec333532409e--1515432380,Yes,30-49,Male,Ed1,2,comments,orig,comments,,,,,,,,,,,,,,,12468,Difficult task.,,,,,,,,,,
0afe3d8208334f642bf7ec333532409e--1515432380,Yes,30-49,Male,Ed1,NA,questionnaire,b,NA,,,,,,,,,,,,,,,37621,,,,,5,5,14,15,6,4,19
c6b8c6481575cfd1ffe653c55ae7d2a5--1515432456,Yes,18-29,Male,Ed2,1,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,July,,17,,11:00,,PM,,56508,,,,,,,,,,,
c6b8c6481575cfd1ffe653c55ae7d2a5--1515432456,Yes,18-29,Male,Ed2,1,test,ext,Scenario7,Triangle*,True,museum,False,Spiderland,False,May,False,14,False,10:00*,True,PM*,True,85033,,,,,,,,,,,
c6b8c6481575cfd1ffe653c55ae7d2a5--1515432456,Yes,18-29,Male,Ed2,1,comments,ext,comments,,,,,,,,,,,,,,,3004,,,,,,,,,,,
c6b8c6481575cfd1ffe653c55ae7d2a5--1515432456,Yes,18-29,Male,Ed2,2,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,April,,9,,11:00,,PM,,24652,,,,,,,,,,,
c6b8c6481575cfd1ffe653c55ae7d2a5--1515432456,Yes,18-29,Male,Ed2,2,test,orig,Scenario4,Rose,False,military-base,False,Piland,False,June,False,1*,True,9:00*,True,AM*,True,71425,,,,,,,,,,,
c6b8c6481575cfd1ffe653c55ae7d2a5--1515432456,Yes,18-29,Male,Ed2,2,comments,orig,comments,,,,,,,,,,,,,,,956,,,,,,,,,,,
c6b8c6481575cfd1ffe653c55ae7d2a5--1515432456,Yes,18-29,Male,Ed2,NA,questionnaire,a,NA,,,,,,,,,,,,,,,20866,,,,,21,19,18,4,19,19,5
bd78176fdde9fbd009913418ae6ad60b--1515432540,Yes,50-64,Male,Ed3,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,April,,18,,11:00,,PM,,60358,,,,,,,,,,,
bd78176fdde9fbd009913418ae6ad60b--1515432540,Yes,50-64,Male,Ed3,1,test,orig,Scenario8,Charger*,True,indoor-mall*,True,Sharkland,False,December*,True,15*,True,12:00,False,AM*,True,222881,,,,,,,,,,,
bd78176fdde9fbd009913418ae6ad60b--1515432540,Yes,50-64,Male,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,11516,all  good,,,,,,,,,,
bd78176fdde9fbd009913418ae6ad60b--1515432540,Yes,50-64,Male,Ed3,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,December,,19,,11:00,,PM,,51542,,,,,,,,,,,
bd78176fdde9fbd009913418ae6ad60b--1515432540,Yes,50-64,Male,Ed3,2,test,ext,Scenario1,Azure,False,dignitary-visiting,False,Tauland,False,April*,True,13,False,11:00*,True,AM*,True,200294,,,,,,,,,,,
bd78176fdde9fbd009913418ae6ad60b--1515432540,Yes,50-64,Male,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,11114,more difficult,,,,,,,,,,
bd78176fdde9fbd009913418ae6ad60b--1515432540,Yes,50-64,Male,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,38451,,,,,19,20,11,2,17,19,1
450b4a4bc81ff629047d3a1d64ed0653--1515432560,Yes,30-49,Female,Ed2,1,training,orig,train,Tetrahedron,,outdoor-mall,,Gibbonland,,January*,,10,,11:00,,PM,,38235,,,,,,,,,,,
450b4a4bc81ff629047d3a1d64ed0653--1515432560,Yes,30-49,Female,Ed2,1,test,orig,Scenario8,Panther,False,outdoor-mall,False,Perchland,False,January,False,12,False,10:00*,True,AM*,True,195601,,,,,,,,,,,
450b4a4bc81ff629047d3a1d64ed0653--1515432560,Yes,30-49,Female,Ed2,1,comments,orig,comments,,,,,,,,,,,,,,,5303,this is pretty difficult,,,,,,,,,,
450b4a4bc81ff629047d3a1d64ed0653--1515432560,Yes,30-49,Female,Ed2,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,13,,11:00,,PM,,35629,,,,,,,,,,,
450b4a4bc81ff629047d3a1d64ed0653--1515432560,Yes,30-49,Female,Ed2,2,test,ext,Scenario4,Rose,False,financial,False,Xiland,False,January*,True,15,False,11:00,False,PM,False,100941,,,,,,,,,,,
450b4a4bc81ff629047d3a1d64ed0653--1515432560,Yes,30-49,Female,Ed2,2,comments,ext,comments,,,,,,,,,,,,,,,5397,that was hard also,,,,,,,,,,
450b4a4bc81ff629047d3a1d64ed0653--1515432560,Yes,30-49,Female,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,27051,,,,,12,11,11,9,11,11,10
84fea44407972f5ff943e00bd6bd5aa8--1515432612,No,30-49,Male,Ed2,1,training,ext,train,Tetrahedron,,outdoor-mall,,Gibbonland,,January*,,8,,11:00,,PM,,66555,,,,,,,,,,,
84fea44407972f5ff943e00bd6bd5aa8--1515432612,No,30-49,Male,Ed2,1,test,ext,Scenario4,Turquoise,False,military-base,False,Muland,False,January*,True,8,False,9:00*,True,AM*,True,193595,,,,,,,,,,,
84fea44407972f5ff943e00bd6bd5aa8--1515432612,No,30-49,Male,Ed2,1,comments,ext,comments,,,,,,,,,,,,,,,7351,NONE,,,,,,,,,,
84fea44407972f5ff943e00bd6bd5aa8--1515432612,No,30-49,Male,Ed2,2,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,8,,11:00,,PM,,51980,,,,,,,,,,,
84fea44407972f5ff943e00bd6bd5aa8--1515432612,No,30-49,Male,Ed2,2,test,orig,Scenario1,Coral,False,embassy,False,Upsilonland,False,February,False,11,False,11:00*,True,AM*,True,376082,,,,,,,,,,,
84fea44407972f5ff943e00bd6bd5aa8--1515432612,No,30-49,Male,Ed2,2,comments,orig,comments,,,,,,,,,,,,,,,4681,NONE,,,,,,,,,,
84fea44407972f5ff943e00bd6bd5aa8--1515432612,No,30-49,Male,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,34223,,,,,21,1,12,21,1,1,21
ecd74172acda6dc7c8cbebb423c2165f--1515432636,Yes,50-64,Female,Ed3,1,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,9,,11:00,,PM,,84688,,,,,,,,,,,
ecd74172acda6dc7c8cbebb423c2165f--1515432636,Yes,50-64,Female,Ed3,1,test,ext,Scenario8,Charger*,True,indoor-mall*,True,Perchland,False,December*,True,15*,True,10:00*,True,AM*,True,266781,,,,,,,,,,,
ecd74172acda6dc7c8cbebb423c2165f--1515432636,Yes,50-64,Female,Ed3,1,comments,ext,comments,,,,,,,,,,,,,,,14011,That was pretty interesting. Almost got everything correct. ,,,,,,,,,,
ecd74172acda6dc7c8cbebb423c2165f--1515432636,Yes,50-64,Female,Ed3,2,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,9,,11:00,,PM,,30841,,,,,,,,,,,
ecd74172acda6dc7c8cbebb423c2165f--1515432636,Yes,50-64,Female,Ed3,2,test,orig,Scenario4,Turquoise,False,religious-school,False,Sigmaland,False,January*,True,1*,True,9:00*,True,AM*,True,204016,,,,,,,,,,,
ecd74172acda6dc7c8cbebb423c2165f--1515432636,Yes,50-64,Female,Ed3,2,comments,orig,comments,,,,,,,,,,,,,,,14682,I did a lot worse this round.,,,,,,,,,,
ecd74172acda6dc7c8cbebb423c2165f--1515432636,Yes,50-64,Female,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,23508,,,,,3,2,11,21,3,3,21
b37c34b1bb2ded71be81bbbffee27aec--1515432662,Yes,30-49,Male,Ed3,1,training,orig,train,Sphere,,outdoor-mall,,Gibbonland,,April,,4,,11:00,,PM,,115457,,,,,,,,,,,
b37c34b1bb2ded71be81bbbffee27aec--1515432662,Yes,30-49,Male,Ed3,1,test,orig,Scenario8,Charger*,True,outdoor-mall,False,Perchland,False,November,False,11,False,10:00*,True,AM*,True,270355,,,,,,,,,,,
b37c34b1bb2ded71be81bbbffee27aec--1515432662,Yes,30-49,Male,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,1339,,,,,,,,,,,
b37c34b1bb2ded71be81bbbffee27aec--1515432662,Yes,30-49,Male,Ed3,2,training,ext,train,Tetrahedron,,outdoor-mall,,Gibbonland,,September,,17,,11:00,,PM,,29470,,,,,,,,,,,
b37c34b1bb2ded71be81bbbffee27aec--1515432662,Yes,30-49,Male,Ed3,2,test,ext,Scenario1,Azure,False,financial-institution*,True,Omegaland,False,April*,True,10,False,10:00,False,AM*,True,313783,,,,,,,,,,,
b37c34b1bb2ded71be81bbbffee27aec--1515432662,Yes,30-49,Male,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,989,,,,,,,,,,,
b37c34b1bb2ded71be81bbbffee27aec--1515432662,Yes,30-49,Male,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,21533,,,,,5,5,4,18,5,5,18
08aa1d5544352db54d2d904e8870337f--1515432758,Yes,30-49,Male,Ed3,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,13,,11:00,,PM,,78652,,,,,,,,,,,
08aa1d5544352db54d2d904e8870337f--1515432758,Yes,30-49,Male,Ed3,1,test,orig,Scenario1,Brown,False,financial-institution*,True,Tauland,False,January,False,8,False,11:00*,True,AM*,True,367582,,,,,,,,,,,
08aa1d5544352db54d2d904e8870337f--1515432758,Yes,30-49,Male,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,7182,very interesting study! Thanks!,,,,,,,,,,
08aa1d5544352db54d2d904e8870337f--1515432758,Yes,30-49,Male,Ed3,2,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,April,,8,,11:00,,PM,,44581,,,,,,,,,,,
08aa1d5544352db54d2d904e8870337f--1515432758,Yes,30-49,Male,Ed3,2,test,ext,Scenario7,Rectangle,False,cruise-terminal*,True,Tickland*,True,September*,True,1*,True,10:00*,True,PM*,True,209426,,,,,,,,,,,
08aa1d5544352db54d2d904e8870337f--1515432758,Yes,30-49,Male,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,4973,that was a lot of fun%2C thanks!,,,,,,,,,,
08aa1d5544352db54d2d904e8870337f--1515432758,Yes,30-49,Male,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,25443,,,,,2,1,3,21,1,1,21
3c119e011322a5bb2884e042e7645845--1515432762,Yes,18-29,Female,Ed3,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,May,,3,,11:00,,PM,,28129,,,,,,,,,,,
3c119e011322a5bb2884e042e7645845--1515432762,Yes,18-29,Female,Ed3,1,test,orig,Scenario8,Charger*,True,indoor-mall*,True,Salmonland*,True,June,False,15*,True,10:00*,True,AM*,True,284059,,,,,,,,,,,
3c119e011322a5bb2884e042e7645845--1515432762,Yes,18-29,Female,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,3139,,,,,,,,,,,
3c119e011322a5bb2884e042e7645845--1515432762,Yes,18-29,Female,Ed3,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,June,,11,,11:00,,PM,,50851,,,,,,,,,,,
3c119e011322a5bb2884e042e7645845--1515432762,Yes,18-29,Female,Ed3,2,test,ext,Scenario7,Triangle*,True,cruise-terminal*,True,Tickland*,True,March,False,15,False,10:00*,True,PM*,True,523631,,,,,,,,,,,
3c119e011322a5bb2884e042e7645845--1515432762,Yes,18-29,Female,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,1335,,,,,,,,,,,
3c119e011322a5bb2884e042e7645845--1515432762,Yes,18-29,Female,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,25026,,,,,19,16,19,3,17,19,1
96064e0b850e9ccae14aa823faf9b3b2--1515432870,Yes,30-49,Male,Ed2,1,training,orig,train,Sphere,,outdoor-mall,,Gibbonland,,August,,23,,11:00,,PM,,47424,,,,,,,,,,,
96064e0b850e9ccae14aa823faf9b3b2--1515432870,Yes,30-49,Male,Ed2,1,test,orig,Scenario7,Triangle*,True,cruise-terminal*,True,Tickland*,True,September*,True,1*,True,10:00*,True,PM*,True,425606,,,,,,,,,,,
96064e0b850e9ccae14aa823faf9b3b2--1515432870,Yes,30-49,Male,Ed2,1,comments,orig,comments,,,,,,,,,,,,,,,5582,Fun!,,,,,,,,,,
96064e0b850e9ccae14aa823faf9b3b2--1515432870,Yes,30-49,Male,Ed2,2,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,August,,1*,,11:00,,PM,,46800,,,,,,,,,,,
96064e0b850e9ccae14aa823faf9b3b2--1515432870,Yes,30-49,Male,Ed2,2,test,ext,Scenario4,Rose,False,religious-school,False,Sigmaland,False,January*,True,2,False,9:00*,True,AM*,True,490885,,,,,,,,,,,
96064e0b850e9ccae14aa823faf9b3b2--1515432870,Yes,30-49,Male,Ed2,2,comments,ext,comments,,,,,,,,,,,,,,,11583,The marked text is way too confusing and annoying to read.,,,,,,,,,,
96064e0b850e9ccae14aa823faf9b3b2--1515432870,Yes,30-49,Male,Ed2,NA,questionnaire,b,NA,,,,,,,,,,,,,,,31021,,,,,21,21,21,1,21,21,1
6111e1eeabab3578b50919420d22fe7b--1515432875,Yes,30-49,Female,Ed3,1,training,orig,train,Tetrahedron,,outdoor-mall,,Gibbonland,,May,,13,,11:00,,PM,,65806,,,,,,,,,,,
6111e1eeabab3578b50919420d22fe7b--1515432875,Yes,30-49,Female,Ed3,1,test,orig,Scenario4,Rose,False,secular-school*,True,Piland,False,January*,True,6,False,9:00*,True,AM*,True,374981,,,,,,,,,,,
6111e1eeabab3578b50919420d22fe7b--1515432875,Yes,30-49,Female,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,14208,That was a lot of data to go through%2C it's tough to decide.,,,,,,,,,,
6111e1eeabab3578b50919420d22fe7b--1515432875,Yes,30-49,Female,Ed3,2,training,ext,train,Sphere,,outdoor-mall,,Gibbonland,,June,,4,,11:00,,PM,,51587,,,,,,,,,,,
6111e1eeabab3578b50919420d22fe7b--1515432875,Yes,30-49,Female,Ed3,2,test,ext,Scenario1,Violet*,True,embassy,False,Omegaland,False,April*,True,5*,True,11:00*,True,AM*,True,312841,,,,,,,,,,,
6111e1eeabab3578b50919420d22fe7b--1515432875,Yes,30-49,Female,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,2421,,,,,,,,,,,
6111e1eeabab3578b50919420d22fe7b--1515432875,Yes,30-49,Female,Ed3,NA,questionnaire,a,NA,,,,,,,,,,,,,,,59388,,,,,21,16,9,11,18,16,5
8c7a36be118f45430419ac71b4c42912--1515432883,Yes,18-29,Female,Ed1,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,25,,11:00,,PM,,37836,,,,,,,,,,,
8c7a36be118f45430419ac71b4c42912--1515432883,Yes,18-29,Female,Ed1,1,test,orig,Scenario7,Triangle*,True,cruise-terminal*,True,Flyland,False,September*,True,1*,True,10:00*,True,PM*,True,410630,,,,,,,,,,,
8c7a36be118f45430419ac71b4c42912--1515432883,Yes,18-29,Female,Ed1,1,comments,orig,comments,,,,,,,,,,,,,,,2742,,,,,,,,,,,
8c7a36be118f45430419ac71b4c42912--1515432883,Yes,18-29,Female,Ed1,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,July,,17,,11:00,,PM,,59824,,,,,,,,,,,
8c7a36be118f45430419ac71b4c42912--1515432883,Yes,18-29,Female,Ed1,2,test,ext,Scenario1,Violet*,True,financial-institution*,True,Psiland*,True,April*,True,5*,True,11:00*,True,AM*,True,488092,,,,,,,,,,,
8c7a36be118f45430419ac71b4c42912--1515432883,Yes,18-29,Female,Ed1,2,comments,ext,comments,,,,,,,,,,,,,,,1390,,,,,,,,,,,
8c7a36be118f45430419ac71b4c42912--1515432883,Yes,18-29,Female,Ed1,NA,questionnaire,a,NA,,,,,,,,,,,,,,,29165,,,,,20,18,21,17,21,14,11
053be4e1dc0f8482347a4f553fc4a52d--1515432917,Yes,30-49,Male,Ed2,1,training,ext,train,Tetrahedron,,outdoor-mall,,Gibbonland,,January*,,8,,11:00,,PM,,62597,,,,,,,,,,,
053be4e1dc0f8482347a4f553fc4a52d--1515432917,Yes,30-49,Male,Ed2,1,test,ext,Scenario1,Azure,False,embassy,False,Chiland,False,April*,True,5*,True,11:00*,True,AM*,True,150306,,,,,,,,,,,
053be4e1dc0f8482347a4f553fc4a52d--1515432917,Yes,30-49,Male,Ed2,1,comments,ext,comments,,,,,,,,,,,,,,,2210,no,,,,,,,,,,
053be4e1dc0f8482347a4f553fc4a52d--1515432917,Yes,30-49,Male,Ed2,2,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,8,,11:00,,PM,,21142,,,,,,,,,,,
053be4e1dc0f8482347a4f553fc4a52d--1515432917,Yes,30-49,Male,Ed2,2,test,orig,Scenario7,Circle,False,power-plant,False,Tickland*,True,September*,True,1*,True,10:00*,True,PM*,True,254418,,,,,,,,,,,
053be4e1dc0f8482347a4f553fc4a52d--1515432917,Yes,30-49,Male,Ed2,2,comments,orig,comments,,,,,,,,,,,,,,,1695,no,,,,,,,,,,
053be4e1dc0f8482347a4f553fc4a52d--1515432917,Yes,30-49,Male,Ed2,NA,questionnaire,a,NA,,,,,,,,,,,,,,,18686,,,,,2,3,12,21,2,11,13
84256f727c6fe9262f0c1692f1fd5a1c--1515432921,Yes,30-49,Male,Ed3,1,training,orig,train,Sphere,,outdoor-mall,,Gibbonland,,January*,,8,,11:00,,PM,,44434,,,,,,,,,,,
84256f727c6fe9262f0c1692f1fd5a1c--1515432921,Yes,30-49,Male,Ed3,1,test,orig,Scenario4,Silver*,True,military-base,False,Omicronland*,True,January*,True,2,False,9:00*,True,AM*,True,663830,,,,,,,,,,,
84256f727c6fe9262f0c1692f1fd5a1c--1515432921,Yes,30-49,Male,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,13150,That was difficult.,,,,,,,,,,
84256f727c6fe9262f0c1692f1fd5a1c--1515432921,Yes,30-49,Male,Ed3,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,8,,11:00,,PM,,39210,,,,,,,,,,,
84256f727c6fe9262f0c1692f1fd5a1c--1515432921,Yes,30-49,Male,Ed3,2,test,ext,Scenario7,Triangle*,True,cruise-terminal*,True,Cricketland,False,September*,True,1*,True,10:00*,True,PM*,True,121932,,,,,,,,,,,
84256f727c6fe9262f0c1692f1fd5a1c--1515432921,Yes,30-49,Male,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,6362,Good luck!,,,,,,,,,,
84256f727c6fe9262f0c1692f1fd5a1c--1515432921,Yes,30-49,Male,Ed3,NA,questionnaire,b,NA,,,,,,,,,,,,,,,24965,,,,,20,11,14,2,18,19,2
a97cad81393195011c492cd8c16bbc96--1515432966,Yes,18-29,Male,Ed3,1,training,orig,train,Tetrahedron,,airport*,,Gibbonland,,January*,,8,,11:00,,PM,,60563,,,,,,,,,,,
a97cad81393195011c492cd8c16bbc96--1515432966,Yes,18-29,Male,Ed3,1,test,orig,Scenario4,Teal,False,military-base,False,Sigmaland,False,June,False,1*,True,9:00*,True,AM*,True,405111,,,,,,,,,,,
a97cad81393195011c492cd8c16bbc96--1515432966,Yes,18-29,Male,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,26601,good survey it is too difficult thanks for opportunity,,,,,,,,,,
a97cad81393195011c492cd8c16bbc96--1515432966,Yes,18-29,Male,Ed3,2,training,ext,train,Tetrahedron,,outdoor-mall,,Gibbonland,,June,,10,,11:00,,PM,,138360,,,,,,,,,,,
a97cad81393195011c492cd8c16bbc96--1515432966,Yes,18-29,Male,Ed3,2,test,ext,Scenario7,Triangle*,True,museum,False,Cricketland,False,June,False,14,False,10:00*,True,PM*,True,406847,,,,,,,,,,,
a97cad81393195011c492cd8c16bbc96--1515432966,Yes,18-29,Male,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,8642,good survey,,,,,,,,,,
a97cad81393195011c492cd8c16bbc96--1515432966,Yes,18-29,Male,Ed3,NA,questionnaire,b,NA,,,,,,,,,,,,,,,14205,,,,,8,12,14,8,9,5,10
9b5289a64d31c33c0d2665e3f461d61c--1515432972,Yes,30-49,Male,Ed3,1,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,51546,,,,,,,,,,,
9b5289a64d31c33c0d2665e3f461d61c--1515432972,Yes,30-49,Male,Ed3,1,test,orig,Scenario1,Violet*,True,financial-institution*,True,Psiland*,True,March,False,5*,True,11:00*,True,AM*,True,392788,,,,,,,,,,,
9b5289a64d31c33c0d2665e3f461d61c--1515432972,Yes,30-49,Male,Ed3,1,comments,orig,comments,,,,,,,,,,,,,,,75456, I had intended to select April instead of March. That was an input error.,,,,,,,,,,
9b5289a64d31c33c0d2665e3f461d61c--1515432972,Yes,30-49,Male,Ed3,2,training,ext,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,1*,,11:00,,PM,,102934,,,,,,,,,,,
9b5289a64d31c33c0d2665e3f461d61c--1515432972,Yes,30-49,Male,Ed3,2,test,ext,Scenario7,Triangle*,True,cruise-terminal*,True,Cricketland,False,September*,True,1*,True,10:00*,True,PM*,True,330220,,,,,,,,,,,
9b5289a64d31c33c0d2665e3f461d61c--1515432972,Yes,30-49,Male,Ed3,2,comments,ext,comments,,,,,,,,,,,,,,,4811,none,,,,,,,,,,
9b5289a64d31c33c0d2665e3f461d61c--1515432972,Yes,30-49,Male,Ed3,NA,questionnaire,b,NA,,,,,,,,,,,,,,,37114,,,,,16,11,16,7,16,16,4
18324a3fdb6fa55e23047e145c2d71e2--1515433012,Yes,30-49,Male,Ed3,1,training,ext,train,Tetrahedron,,outdoor-mall,,Gibbonland,,January*,,9,,11:00,,PM,,57044,,,,,,,,,,,
18324a3fdb6fa55e23047e145c2d71e2--1515433012,Yes,30-49,Male,Ed3,1,test,ext,Scenario7,Octagon,False,power-plant,False,Hornetland,False,January,False,9,False,8:00,False,AM,False,300802,,,,,,,,,,,
18324a3fdb6fa55e23047e145c2d71e2--1515433012,Yes,30-49,Male,Ed3,1,comments,ext,comments,,,,,,,,,,,,,,,23313,wow its so complicated to sort through the info and find the answer.  Im shocked I didnt even get 1 correct!,,,,,,,,,,
18324a3fdb6fa55e23047e145c2d71e2--1515433012,Yes,30-49,Male,Ed3,2,training,orig,train,Cube*,,outdoor-mall,,Gibbonland,,January*,,9,,11:00,,PM,,53515,,,,,,,,,,,
